"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"03.01.2019 21:00 - 03.01.2019 21:15","0","0","","2229","2021","","8608","8555",""
"03.01.2019 21:15 - 03.01.2019 21:30","0","0","","2234","1998","","8450","8341",""
"03.01.2019 21:30 - 03.01.2019 21:45","0","0","","2236","1977","","8288","8116",""
"03.01.2019 21:45 - 03.01.2019 22:00","0","0","","2235","1952","","8121","7901",""
"03.01.2019 22:00 - 03.01.2019 22:15","0","0","","2236","1935","","7929","7652",""
"03.01.2019 22:15 - 03.01.2019 22:30","0","0","","2251","1946","","7855","7558",""
"03.01.2019 22:30 - 03.01.2019 22:45","0","0","","2257","1953","","7782","7465",""
"03.01.2019 22:45 - 03.01.2019 23:00","0","0","","2272","1967","","7693","7368",""
"03.01.2019 23:00 - 03.01.2019 23:15","0","0","","2280","1979","","7616","7284",""
"03.01.2019 23:15 - 03.01.2019 23:30","0","0","","2301","2004","","7588","7247",""
"03.01.2019 23:30 - 03.01.2019 23:45","0","0","","2320","2036","","7556","7189",""
"03.01.2019 23:45 - 04.01.2019 00:00","0","0","","2341","2062","","7534","7135",""
"04.01.2019 00:00 - 04.01.2019 00:15","0","0","","1982","1609","","6884","6232",""
"04.01.2019 00:15 - 04.01.2019 00:30","0","0","","2046","1692","","6920","6148",""
"04.01.2019 00:30 - 04.01.2019 00:45","0","0","","2117","1817","","6942","6152",""
"04.01.2019 00:45 - 04.01.2019 01:00","0","0","","2181","1972","","6975","6309",""
"04.01.2019 01:00 - 04.01.2019 01:15","0","0","","2257","2192","","6997","6389",""
"04.01.2019 01:15 - 04.01.2019 01:30","0","0","","2389","2307","","7141","6561",""
"04.01.2019 01:30 - 04.01.2019 01:45","0","0","","2526","2525","","7272","6749",""
"04.01.2019 01:45 - 04.01.2019 02:00","0","0","","2667","2583","","7352","6981",""
"04.01.2019 02:00 - 04.01.2019 02:15","0","0","","2812","2897","","7509","7245",""
"04.01.2019 02:15 - 04.01.2019 02:30","0","0","","2960","3094","","7789","7662",""
"04.01.2019 02:30 - 04.01.2019 02:45","0","0","","3106","3341","","8063","7999",""
"04.01.2019 02:45 - 04.01.2019 03:00","0","0","","3223","3547","","8293","8335",""
"04.01.2019 03:00 - 04.01.2019 03:15","0","0","","3356","3771","","8560","8489",""
"04.01.2019 03:15 - 04.01.2019 03:30","0","0","","3501","3950","","8881","8710",""
"04.01.2019 03:30 - 04.01.2019 03:45","0","0","","3645","4071","","9206","9021",""
"04.01.2019 03:45 - 04.01.2019 04:00","0","0","","3801","4150","","9497","9181",""
"04.01.2019 04:00 - 04.01.2019 04:15","0","0","","3953","4220","","9793","9419",""
"04.01.2019 04:15 - 04.01.2019 04:30","0","0","","4072","4380","","10152","9742",""
"04.01.2019 04:30 - 04.01.2019 04:45","0","0","","4192","4564","","10512","10191",""
"04.01.2019 04:45 - 04.01.2019 05:00","0","0","","4310","4641","","10852","10488",""
"04.01.2019 05:00 - 04.01.2019 05:15","0","0","","4418","4718","","11165","10679",""
"04.01.2019 05:15 - 04.01.2019 05:30","0","0","","4463","4238","","11568","10981",""
"04.01.2019 05:30 - 04.01.2019 05:45","0","0","","4513","4435","","11960","11361",""
"04.01.2019 05:45 - 04.01.2019 06:00","0","0","","4552","4480","","12296","11752",""
"04.01.2019 06:00 - 04.01.2019 06:15","0","0","","4591","4543","","12808","12204",""
"04.01.2019 06:15 - 04.01.2019 06:30","0","0","","4646","4490","","13202","12831",""
"04.01.2019 06:30 - 04.01.2019 06:45","0","0","","4514","4307","","13584","13257",""
"04.01.2019 06:45 - 04.01.2019 07:00","0","0","","4545","4317","","13955","13673",""
"04.01.2019 07:00 - 04.01.2019 07:15","0","0","","4532","4524","","14189","13806",""
"04.01.2019 07:15 - 04.01.2019 07:30","0","0","","4542","4345","","14539","14179",""
"04.01.2019 07:30 - 04.01.2019 07:45","0","0","","4550","4364","","14886","14530",""
"04.01.2019 07:45 - 04.01.2019 08:00","0","0","","4561","4359","","15173","14849",""
"04.01.2019 08:00 - 04.01.2019 08:15","6","6","","4576","4352","","15449","15167",""
"04.01.2019 08:15 - 04.01.2019 08:30","39","41","","4584","4343","","15721","15408",""
"04.01.2019 08:30 - 04.01.2019 08:45","110","121","","4594","4329","","15982","15664",""
"04.01.2019 08:45 - 04.01.2019 09:00","235","268","","4597","4315","","16249","15923",""
"04.01.2019 09:00 - 04.01.2019 09:15","394","449","","4604","4301","","16509","16182",""
"04.01.2019 09:15 - 04.01.2019 09:30","584","674","","4600","4289","","16749","16444",""
"04.01.2019 09:30 - 04.01.2019 09:45","794","923","","4592","4283","","17002","16714",""
"04.01.2019 09:45 - 04.01.2019 10:00","1017","1184","","4589","4270","","17301","17018",""
"04.01.2019 10:00 - 04.01.2019 10:15","1217","1408","","4591","4262","","17597","17329",""
"04.01.2019 10:15 - 04.01.2019 10:30","1385","1598","","4581","4284","","17846","17647",""
"04.01.2019 10:30 - 04.01.2019 10:45","1551","1783","","4574","4274","","18095","17984",""
"04.01.2019 10:45 - 04.01.2019 11:00","1683","1931","","4566","4264","","18386","18362",""
"04.01.2019 11:00 - 04.01.2019 11:15","1793","2050","","4564","4256","","18671","18737",""
"04.01.2019 11:15 - 04.01.2019 11:30","1875","2140","","4556","4244","","18940","19091",""
"04.01.2019 11:30 - 04.01.2019 11:45","1932","2204","","4547","4229","","19214","19447",""
"04.01.2019 11:45 - 04.01.2019 12:00","1962","2235","","4538","4209","","19449","19786",""
"04.01.2019 12:00 - 04.01.2019 12:15","1970","2241","","4526","4190","","19688","20114",""
"04.01.2019 12:15 - 04.01.2019 12:30","1954","2226","","4520","4192","","19967","20390",""
"04.01.2019 12:30 - 04.01.2019 12:45","1917","2184","","4517","4192","","20235","20670",""
"04.01.2019 12:45 - 04.01.2019 13:00","1856","2109","","4510","4194","","20469","20930",""
"04.01.2019 13:00 - 04.01.2019 13:15","1773","2011","","4506","4196","","20695","21165",""
"04.01.2019 13:15 - 04.01.2019 13:30","1670","1893","","4502","4185","","20801","21278",""
"04.01.2019 13:30 - 04.01.2019 13:45","1543","1743","","4498","4174","","20901","21381",""
"04.01.2019 13:45 - 04.01.2019 14:00","1399","1574","","4500","4169","","20996","21460",""
"04.01.2019 14:00 - 04.01.2019 14:15","1245","1395","","4500","4514","","21090","21246",""
"04.01.2019 14:15 - 04.01.2019 14:30","1077","1206","","4503","4510","","21177","21319",""
"04.01.2019 14:30 - 04.01.2019 14:45","899","1005","","4505","4505","","21272","21394",""
"04.01.2019 14:45 - 04.01.2019 15:00","723","814","","4510","4499","","21352","21449",""
"04.01.2019 15:00 - 04.01.2019 15:15","553","626","","4512","4495","","21428","21506",""
"04.01.2019 15:15 - 04.01.2019 15:30","395","453","","4499","4491","","21496","21568",""
"04.01.2019 15:30 - 04.01.2019 15:45","264","307","","4487","4486","","21567","21633",""
"04.01.2019 15:45 - 04.01.2019 16:00","153","183","","4480","4483","","21617","21701",""
"04.01.2019 16:00 - 04.01.2019 16:15","74","92","","4477","4486","","21673","21763",""
"04.01.2019 16:15 - 04.01.2019 16:30","27","33","","4492","4495","","21661","21751",""
"04.01.2019 16:30 - 04.01.2019 16:45","5","8","","4506","4498","","21654","21743",""
"04.01.2019 16:45 - 04.01.2019 17:00","1","2","","4523","4508","","21643","21727",""
"04.01.2019 17:00 - 04.01.2019 17:15","0","0","","4541","4516","","21633","21708",""
"04.01.2019 17:15 - 04.01.2019 17:30","0","0","","4557","4525","","21631","21692",""
"04.01.2019 17:30 - 04.01.2019 17:45","0","0","","4575","4541","","21619","21675",""
"04.01.2019 17:45 - 04.01.2019 18:00","0","0","","4596","4553","","21609","21665",""
"04.01.2019 18:00 - 04.01.2019 18:15","0","0","","4614","4563","","21605","21660",""
"04.01.2019 18:15 - 04.01.2019 18:30","0","0","","4627","4591","","21612","21659",""
"04.01.2019 18:30 - 04.01.2019 18:45","0","0","","4640","4621","","21623","21660",""
"04.01.2019 18:45 - 04.01.2019 19:00","0","0","","4653","4644","","21642","21674",""
"04.01.2019 19:00 - 04.01.2019 19:15","0","0","","4665","4670","","21653","21683",""
"04.01.2019 19:15 - 04.01.2019 19:30","0","0","","4690","4687","","21725","21726",""
"04.01.2019 19:30 - 04.01.2019 19:45","0","0","","4708","4549","","21804","21728",""
"04.01.2019 19:45 - 04.01.2019 20:00","0","0","","4570","4566","","21848","21762",""
"04.01.2019 20:00 - 04.01.2019 20:15","0","0","","4591","4586","","21931","21779",""
"04.01.2019 20:15 - 04.01.2019 20:30","0","0","","4609","4604","","22027","21839",""
"04.01.2019 20:30 - 04.01.2019 20:45","0","0","","4625","4620","","22129","21898",""
"04.01.2019 20:45 - 04.01.2019 21:00","0","0","","4642","4635","","22236","21962",""
"04.01.2019 21:00 - 04.01.2019 21:15","0","0","","4662","4650","","22335","22032",""
"04.01.2019 21:15 - 04.01.2019 21:30","0","0","","4679","4662","","22426","22122",""
"04.01.2019 21:30 - 04.01.2019 21:45","0","0","","4698","4677","","22518","22208",""
"04.01.2019 21:45 - 04.01.2019 22:00","0","0","","4717","4687","","22605","22294",""
"04.01.2019 22:00 - 04.01.2019 22:15","0","0","","4733","4701","","22229","21912",""
"04.01.2019 22:15 - 04.01.2019 22:30","0","0","","4738","4700","","22348","22026",""
"04.01.2019 22:30 - 04.01.2019 22:45","0","0","","4738","4700","","22472","22137",""
"04.01.2019 22:45 - 04.01.2019 23:00","0","0","","4739","4698","","22598","22260",""
"04.01.2019 23:00 - 04.01.2019 23:15","0","0","","4741","4698","","22729","22380",""
"04.01.2019 23:15 - 04.01.2019 23:30","0","0","","4737","4614","","22869","22493",""
"04.01.2019 23:30 - 04.01.2019 23:45","0","0","","4730","4611","","23006","22620",""
"04.01.2019 23:45 - 05.01.2019 00:00","0","0","","4647","4606","","23133","22754",""
"05.01.2019 00:00 - 05.01.2019 00:15","0","0","","4099","4213","","23496","24662",""
"05.01.2019 00:15 - 05.01.2019 00:30","0","0","","4085","4190","","23687","24836",""
"05.01.2019 00:30 - 05.01.2019 00:45","0","0","","4073","4166","","23877","25094",""
"05.01.2019 00:45 - 05.01.2019 01:00","0","0","","4060","4184","","24059","25297",""
"05.01.2019 01:00 - 05.01.2019 01:15","0","0","","4044","4191","","24256","25337",""
"05.01.2019 01:15 - 05.01.2019 01:30","0","0","","4024","4174","","24507","25470",""
"05.01.2019 01:30 - 05.01.2019 01:45","0","0","","4004","4143","","24770","25659",""
"05.01.2019 01:45 - 05.01.2019 02:00","0","0","","3986","4108","","25061","26003",""
"05.01.2019 02:00 - 05.01.2019 02:15","0","0","","3968","4091","","25284","26288",""
"05.01.2019 02:15 - 05.01.2019 02:30","0","0","","3963","3972","","25511","26620",""
"05.01.2019 02:30 - 05.01.2019 02:45","0","0","","3957","3995","","25741","26817",""
"05.01.2019 02:45 - 05.01.2019 03:00","0","0","","3951","4017","","25994","27048",""
"05.01.2019 03:00 - 05.01.2019 03:15","0","0","","3946","4015","","26240","27265",""
"05.01.2019 03:15 - 05.01.2019 03:30","0","0","","3944","3999","","26481","27417",""
"05.01.2019 03:30 - 05.01.2019 03:45","0","0","","3942","3983","","26722","27497",""
"05.01.2019 03:45 - 05.01.2019 04:00","0","0","","3942","3974","","26933","27611",""
"05.01.2019 04:00 - 05.01.2019 04:15","0","0","","3946","3963","","27135","27887",""
"05.01.2019 04:15 - 05.01.2019 04:30","0","0","","3952","3959","","27238","28001",""
"05.01.2019 04:30 - 05.01.2019 04:45","0","0","","3960","3954","","27337","28032",""
"05.01.2019 04:45 - 05.01.2019 05:00","0","0","","3966","3946","","27421","28140",""
"05.01.2019 05:00 - 05.01.2019 05:15","0","0","","3971","3944","","27508","28181",""
"05.01.2019 05:15 - 05.01.2019 05:30","0","0","","3976","3932","","27580","28171",""
"05.01.2019 05:30 - 05.01.2019 05:45","0","0","","3980","3933","","27656","28047",""
"05.01.2019 05:45 - 05.01.2019 06:00","0","0","","3985","3928","","27650","27874",""
"05.01.2019 06:00 - 05.01.2019 06:15","0","0","","3989","3939","","28159","28235",""
"05.01.2019 06:15 - 05.01.2019 06:30","0","0","","3991","4051","","28106","28233",""
"05.01.2019 06:30 - 05.01.2019 06:45","0","0","","3993","4086","","28054","28013",""
"05.01.2019 06:45 - 05.01.2019 07:00","0","0","","4001","4025","","28034","28177",""
"05.01.2019 07:00 - 05.01.2019 07:15","0","0","","4001","4018","","27978","28013",""
"05.01.2019 07:15 - 05.01.2019 07:30","0","0","","3995","3991","","27709","27667",""
"05.01.2019 07:30 - 05.01.2019 07:45","0","0","","3988","4053","","27449","27207",""
"05.01.2019 07:45 - 05.01.2019 08:00","0","0","","3981","4077","","27200","27007",""
"05.01.2019 08:00 - 05.01.2019 08:15","3","4","","3972","4096","","26874","26786",""
"05.01.2019 08:15 - 05.01.2019 08:30","23","25","","3971","4119","","26526","26438",""
"05.01.2019 08:30 - 05.01.2019 08:45","64","69","","3970","4146","","26183","26073",""
"05.01.2019 08:45 - 05.01.2019 09:00","146","157","","3965","4166","","25834","25635",""
"05.01.2019 09:00 - 05.01.2019 09:15","251","257","","3965","4185","","25477","25200",""
"05.01.2019 09:15 - 05.01.2019 09:30","381","384","","3974","4196","","25045","24688",""
"05.01.2019 09:30 - 05.01.2019 09:45","524","525","","3982","4209","","24625","24173",""
"05.01.2019 09:45 - 05.01.2019 10:00","672","675","","3993","4225","","24293","23798",""
"05.01.2019 10:00 - 05.01.2019 10:15","800","800","","4017","4238","","23996","23432",""
"05.01.2019 10:15 - 05.01.2019 10:30","907","901","","3992","4009","","23599","23096",""
"05.01.2019 10:30 - 05.01.2019 10:45","1021","1007","","4040","4024","","23221","22707",""
"05.01.2019 10:45 - 05.01.2019 11:00","1116","1090","","4011","4035","","22883","22369",""
"05.01.2019 11:00 - 05.01.2019 11:15","1201","1161","","3984","4071","","22536","22023",""
"05.01.2019 11:15 - 05.01.2019 11:30","1267","1219","","3951","4066","","22250","21752",""
"05.01.2019 11:30 - 05.01.2019 11:45","1321","1268","","3918","4060","","21966","21475",""
"05.01.2019 11:45 - 05.01.2019 12:00","1358","1304","","3880","4053","","21603","21124",""
"05.01.2019 12:00 - 05.01.2019 12:15","1382","1332","","3845","4040","","21248","20799",""
"05.01.2019 12:15 - 05.01.2019 12:30","1386","1337","","3803","4031","","20909","20484",""
"05.01.2019 12:30 - 05.01.2019 12:45","1373","1324","","3764","4026","","20574","20173",""
"05.01.2019 12:45 - 05.01.2019 13:00","1342","1295","","3727","4021","","20276","19882",""
"05.01.2019 13:00 - 05.01.2019 13:15","1294","1250","","3688","4016","","19971","19591",""
"05.01.2019 13:15 - 05.01.2019 13:30","1232","1189","","3653","4016","","19651","19286",""
"05.01.2019 13:30 - 05.01.2019 13:45","1141","1102","","3617","4012","","19334","18977",""
"05.01.2019 13:45 - 05.01.2019 14:00","1036","1002","","3581","4012","","19038","18723",""
"05.01.2019 14:00 - 05.01.2019 14:15","922","886","","3545","3435","","18774","18674",""
"05.01.2019 14:15 - 05.01.2019 14:30","798","759","","3508","3408","","18515","18328",""
"05.01.2019 14:30 - 05.01.2019 14:45","655","617","","3470","3375","","18262","17993",""
"05.01.2019 14:45 - 05.01.2019 15:00","517","484","","3439","3342","","17981","17679",""
"05.01.2019 15:00 - 05.01.2019 15:15","384","354","","3402","3313","","17697","17356",""
"05.01.2019 15:15 - 05.01.2019 15:30","266","239","","3374","3287","","17423","17032",""
"05.01.2019 15:30 - 05.01.2019 15:45","167","147","","3346","3261","","17146","16705",""
"05.01.2019 15:45 - 05.01.2019 16:00","88","78","","3314","3239","","16882","16398",""
"05.01.2019 16:00 - 05.01.2019 16:15","35","37","","3290","3218","","16625","16109",""
"05.01.2019 16:15 - 05.01.2019 16:30","12","13","","3271","3206","","16443","15842",""
"05.01.2019 16:30 - 05.01.2019 16:45","2","3","","3256","3193","","16260","15578",""
"05.01.2019 16:45 - 05.01.2019 17:00","0","1","","3240","4124","","16048","15491",""
"05.01.2019 17:00 - 05.01.2019 17:15","0","0","","3224","4102","","15825","15253",""
"05.01.2019 17:15 - 05.01.2019 17:30","0","0","","3211","4078","","15612","15039",""
"05.01.2019 17:30 - 05.01.2019 17:45","0","0","","3196","4058","","15403","14816",""
"05.01.2019 17:45 - 05.01.2019 18:00","0","0","","4106","4032","","15361","14617",""
"05.01.2019 18:00 - 05.01.2019 18:15","0","0","","4084","4011","","15171","14424",""
"05.01.2019 18:15 - 05.01.2019 18:30","0","0","","4047","3972","","14928","14193",""
"05.01.2019 18:30 - 05.01.2019 18:45","0","0","","4015","3934","","14680","13963",""
"05.01.2019 18:45 - 05.01.2019 19:00","0","0","","3985","3901","","14458","13756",""
"05.01.2019 19:00 - 05.01.2019 19:15","0","0","","3952","3865","","14244","13564",""
"05.01.2019 19:15 - 05.01.2019 19:30","0","0","","3921","3836","","14053","13381",""
"05.01.2019 19:30 - 05.01.2019 19:45","0","0","","3886","3813","","13859","13183",""
"05.01.2019 19:45 - 05.01.2019 20:00","0","0","","3851","3785","","13628","12973",""
"05.01.2019 20:00 - 05.01.2019 20:15","0","0","","3817","3761","","13396","12900",""
"05.01.2019 20:15 - 05.01.2019 20:30","0","0","","3790","3729","","13193","12708",""
"05.01.2019 20:30 - 05.01.2019 20:45","0","0","","3772","3699","","12974","12517",""
"05.01.2019 20:45 - 05.01.2019 21:00","0","0","","3748","3667","","12764","12309",""
"05.01.2019 21:00 - 05.01.2019 21:15","0","0","","3724","3634","","12555","12109",""
"05.01.2019 21:15 - 05.01.2019 21:30","0","0","","3694","3594","","12375","11927",""
"05.01.2019 21:30 - 05.01.2019 21:45","0","0","","3660","3554","","12205","11749",""
"05.01.2019 21:45 - 05.01.2019 22:00","0","0","","3629","3513","","12064","11606",""
"05.01.2019 22:00 - 05.01.2019 22:15","0","0","","3596","3471","","11855","11409",""
"05.01.2019 22:15 - 05.01.2019 22:30","0","0","","3564","3427","","11710","11216",""
"05.01.2019 22:30 - 05.01.2019 22:45","0","0","","3535","3379","","11554","11025",""
"05.01.2019 22:45 - 05.01.2019 23:00","0","0","","3505","3335","","11413","10850",""
"05.01.2019 23:00 - 05.01.2019 23:15","0","0","","3474","3287","","11282","10682",""
"05.01.2019 23:15 - 05.01.2019 23:30","0","0","","3458","3246","","11186","10537",""
"05.01.2019 23:30 - 05.01.2019 23:45","0","0","","3447","3209","","11088","10381",""
"05.01.2019 23:45 - 06.01.2019 00:00","0","0","","3429","3166","","11006","10237",""
"06.01.2019 00:00 - 06.01.2019 00:15","0","0","","3426","3912","","10485","12195",""
"06.01.2019 00:15 - 06.01.2019 00:30","0","0","","3392","3851","","10343","12058",""
"06.01.2019 00:30 - 06.01.2019 00:45","0","0","","3366","3727","","10194","11885",""
"06.01.2019 00:45 - 06.01.2019 01:00","0","0","","3335","3776","","10050","11756",""
"06.01.2019 01:00 - 06.01.2019 01:15","0","0","","3307","3779","","9890","11721",""
"06.01.2019 01:15 - 06.01.2019 01:30","0","0","","3280","3776","","9792","11653",""
"06.01.2019 01:30 - 06.01.2019 01:45","0","0","","3254","3738","","9695","11503",""
"06.01.2019 01:45 - 06.01.2019 02:00","0","0","","3228","3670","","9592","11368",""
"06.01.2019 02:00 - 06.01.2019 02:15","0","0","","3205","3600","","9547","11288",""
"06.01.2019 02:15 - 06.01.2019 02:30","0","0","","3188","3631","","9483","11135",""
"06.01.2019 02:30 - 06.01.2019 02:45","0","0","","3173","3590","","9415","10920",""
"06.01.2019 02:45 - 06.01.2019 03:00","0","0","","3159","3518","","9346","10799",""
"06.01.2019 03:00 - 06.01.2019 03:15","0","0","","3144","3440","","9284","10576",""
"06.01.2019 03:15 - 06.01.2019 03:30","0","0","","3144","3360","","9228","10537",""
"06.01.2019 03:30 - 06.01.2019 03:45","0","0","","3142","3299","","9175","10418",""
"06.01.2019 03:45 - 06.01.2019 04:00","0","0","","3136","3272","","9124","10321",""
"06.01.2019 04:00 - 06.01.2019 04:15","0","0","","3132","3182","","9071","10241",""
"06.01.2019 04:15 - 06.01.2019 04:30","0","0","","3100","3080","","8981","10127",""
"06.01.2019 04:30 - 06.01.2019 04:45","0","0","","3064","3046","","8900","9970",""
"06.01.2019 04:45 - 06.01.2019 05:00","0","0","","3030","3067","","8807","9841",""
"06.01.2019 05:00 - 06.01.2019 05:15","0","0","","2996","2974","","8716","9777",""
"06.01.2019 05:15 - 06.01.2019 05:30","0","0","","2941","2807","","8611","9597",""
"06.01.2019 05:30 - 06.01.2019 05:45","0","0","","2886","2721","","8508","9476",""
"06.01.2019 05:45 - 06.01.2019 06:00","0","0","","2827","2629","","8411","9369",""
"06.01.2019 06:00 - 06.01.2019 06:15","0","0","","2766","2598","","8348","9194",""
"06.01.2019 06:15 - 06.01.2019 06:30","0","0","","2710","2517","","8220","8996",""
"06.01.2019 06:30 - 06.01.2019 06:45","0","0","","2657","2457","","8084","8725",""
"06.01.2019 06:45 - 06.01.2019 07:00","0","0","","2597","2362","","7950","8467",""
"06.01.2019 07:00 - 06.01.2019 07:15","0","0","","2543","2383","","7803","8202",""
"06.01.2019 07:15 - 06.01.2019 07:30","0","0","","2483","2343","","7645","7922",""
"06.01.2019 07:30 - 06.01.2019 07:45","0","0","","2424","2194","","7479","7760",""
"06.01.2019 07:45 - 06.01.2019 08:00","0","0","","2369","2151","","7306","7544",""
"06.01.2019 08:00 - 06.01.2019 08:15","5","5","","2316","2124","","7145","7335",""
"06.01.2019 08:15 - 06.01.2019 08:30","33","31","","2289","2120","","7027","7138",""
"06.01.2019 08:30 - 06.01.2019 08:45","96","92","","2266","2123","","6907","6933",""
"06.01.2019 08:45 - 06.01.2019 09:00","225","212","","2238","2124","","6787","6729",""
